Code,Coding_term,Indicator_code,Indicator_specific,Indicator_1,Indicator_2,Domain,code_original,Severity,cut_off,scale,Reference_std,individual,system,SNOMED_CT_ID,SNOMED_CT_Des_ID,icd11
16407,Relaxation therapy,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,8BA7.00,"","","","",2,read,64299003,106882018,
18170,Home visit request by relative,AFE5,Health visitor increasing concern,Health visitor increasing concern,Antenatal care & health visiting concerns,AFE,9NF3.00,"","","","",3,read,185462000,285457016,
6351,Home visit - no reply,AFE5,Health visitor increasing concern,Health visitor increasing concern,Antenatal care & health visiting concerns,AFE,9NFC.00,"","","","",3,read,185471009,285466017,
8509,Report from Health Visitor,AFE5,Health visitor increasing concern,Health visitor increasing concern,Antenatal care & health visiting concerns,AFE,9EV1.00,"","","","",3,read,25641000000108,63331000000117,
8509,Report from Health Visitor,AFE5,Health visitor increasing concern,Health visitor increasing concern,Antenatal care & health visiting concerns,AFE,9EV1.00,"","","","",3,read,1052661000000101,2649301000000114,
111183,Health visitor antenatal visit declined,AFE5,Health visitor increasing concern,Health visitor increasing concern,Antenatal care & health visiting concerns,AFE,8IHD.00,"","","","",3,read,966751000000105,2461871000000118,
112180,DNA health visitor 3 to 4 month contact with family,AFE5,Health visitor increasing concern,Health visitor increasing concern,Antenatal care & health visiting concerns,AFE,9NFb100,"","","","",3,read,956821000000104,2439551000000117,
11909,Discussed with health visitor,AFE5,Health visitor increasing concern,Health visitor increasing concern,Antenatal care & health visiting concerns,AFE,6718.00,"","","","",3,read,1052821000000105,2649551000000116,
6990,Refer to health visitor,AFE5,Health visitor increasing concern,Health visitor increasing concern,Antenatal care & health visiting concerns,AFE,8H73.00,"","","","",3,read,1052781000000102,2649721000000116,
19392,Refer to health visitor,AFE5,Health visitor increasing concern,Health visitor increasing concern,Antenatal care & health visiting concerns,AFE,ZL74.11,"","","","",3,read,,,
18871,Referral to health visitor,AFE5,Health visitor increasing concern,Health visitor increasing concern,Antenatal care & health visiting concerns,AFE,ZL74.00,"","","","",3,read,,,
18272,Shared care: health visitor/GP,AFE5,Health visitor increasing concern,Health visitor increasing concern,Antenatal care & health visiting concerns,AFE,66S6.00,"","","","",3,read,1052631000000106,2649121000000115,
28843,Under care of health visitor,AFE5,Health visitor increasing concern,Health visitor increasing concern,Antenatal care & health visiting concerns,AFE,ZL23400,"","","","",3,read,,,
24734,[V]Problems related to employment and unemployment,AFE6,Parental unemployment,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4B.00,"","","","",2,read,75148009,502935015,
30823,[V]Unemployment,AFE6,Parental unemployment,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,ZV62000,"","","","",2,read,73438004,502435010,
28053,Recently unemployed,AFE6,Parental unemployment,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13J7000,"","","","",2,read,160899000,250858011,
22105,Sacked from work,AFE6,Parental unemployment,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13J3.11,"","","","",2,read,,,
24249,Sacked from work,AFE6,Parental unemployment,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13J3000,"","","","",2,read,105496009,290634019,
96025,Unemployability allow.- forces,AFE6,Parental unemployment,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13OB.00,"","","","",2,read,160990000,251038018,
45506,Unemployment benefit NOS,AFE6,Parental financial concerns,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13RZ.00,"","","","",2,read,161006006,251059013,
38905,Unemployment counselling,AFE6,Parental unemployment,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,Z4U3.00,"","","","",2,read,,,
96265,Unpaid work,AFE6,Parental unemployment,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13Jg.00,"","","","",2,read,276061003,412051012,
2387,Unemployed,AFE6,Parental unemployment,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13J7.00,"","","","",2,read,73438004,502435010,
16203,Unemployment benefits,AFE6,Parental unemployment,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13R..00,"","","","",2,read,161005005,251058017,
15149,Stopped work,AFE6,Parental unemployment,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13J2.00,"","","","",2,read,160895006,250849016,
24291,Chronic unemployment,AFE6,Parental unemployment,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13J7100,"","","","",2,read,160900005,250859015,
71349,Unemployment benefit,AFE6,Parental unemployment,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13R1.00,"","","","",2,read,161006006,251059013,
1650,Stress at home,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13HT100,"","","",4,3,read,105485001,290505019,
1650,Stress at home,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13HT100,"","","",4,3,read,302202009,443774017,
1650,Stress at home,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13HT100,"","","",4,3,read,276104006,412096017,
1650,Stress at home,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13HT100,"","","",4,3,read,763381006,3640322016,
1650,Stress at home,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13HT100,"","","",4,3,read,160834007,541794014,
1650,Stress at home,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13HT100,"","","",4,3,read,266949007,397773012,
1650,Stress at home,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13HT100,"","","","",1,read,105485001,290505019,
1650,Stress at home,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13HT100,"","","","",1,read,302202009,443774017,
1650,Stress at home,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13HT100,"","","","",1,read,276104006,412096017,
1650,Stress at home,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13HT100,"","","","",1,read,763381006,3640322016,
1650,Stress at home,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13HT100,"","","","",1,read,160834007,541794014,
1650,Stress at home,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13HT100,"","","","",1,read,266949007,397773012,
1602,Family problems,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13W..11,"","","","",3,read,248539004,370999019,
1602,Family problems,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13W..11,"","","","",3,read,365470003,488682012,
7840,Unable to cope,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13HT200,"","","","",2,read,47695004,494895012,
2326,Family disruption NOS,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13W5.00,"","","",2,3,read,28332004,47433016,
2326,Family disruption NOS,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13W5.00,"","","",2,3,read,276100002,412092015,
19487,Family circumstance NOS,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13WZ.00,"","","","",3,read,365470003,488682012,
4149,Poor family relationship,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13HP200,"","","","",3,read,160825002,250735016,
9455,Unable to cope,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13Hf.00,"","","",2,2,read,47695004,494895012,
18560,Disturbed childhood,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13WG.00,"","","","",1,read,161081003,251160018,
27432,Unhappy home,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13HT.12,"","","","",3,read,266949007,397774018,
27432,Unhappy home,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13HT.12,"","","","",3,read,276101003,412093013,
27432,Unhappy home,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13HT.12,"","","","",3,read,276103000,412095018,
27432,Unhappy home,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,13HT.12,"","","","",3,read,160833001,541793015,
7774,Family counselling,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,677G.00,"","","","",3,read,311764000,455384014,
16817,Disturbance of emotion specific to childhood and adolescence,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,E2D..00,"","","","",1,read,268664001,401817017,
16817,Disturbance of emotion specific to childhood and adolescence,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,E2D..00,"","","","",1,read,231539006,347026011,
16817,Disturbance of emotion specific to childhood and adolescence,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,E2D..00,"","","","",1,read,192107006,575881019,
