medcode	term	health_comorbidity_domain	severity	scale	system	individual
95159	Did not attend DESMOND diabetes structured education program	Diabetes	NOS		read	2
24490	"Diabetes mellitus, juvenile type, no mention of complication"	Diabetes	NOS		read	2
93529	DESMOND diabetes structured education programme completed	Diabetes	NOS		read	2
97281	Seen by general practitioner special interest in diabetes	Diabetes	NOS		read	2
33254	Diabetes mellitus with ophthalmic manifestation	Diabetes	NOS		read	2
107423	Diabetes self-management plan review	Diabetes	NOS		read	2
101455	Diabetes monitor invitation by SMS (short message service)	Diabetes	NOS		read	2
22023	Diabetic - poor control NOS	Diabetes	NOS		read	2
93631	XPERT diabetes structured education programme completed	Diabetes	NOS		read	2
31790	Polyneuropathy in diabetes	Diabetes	NOS		read	2
10659	Diabetic cataract	Diabetes	NOS		read	2
11551	Diabetes mellitus induced by steroids	Diabetes	NOS		read	2
16502	Diabetes mellitus with renal manifestation	Diabetes	NOS		read	2
25627	Type 2 diabetes mellitus - poor control	Diabetes	Type 2		read	2
94955	Did not attend XPERT diabetes structured education programme	Diabetes	NOS		read	2
94186	Diabetes structured education programme completed	Diabetes	NOS		read	2
51261	Insulin dependent diabetes mellitus	Diabetes	Insulin dependent		read	2
7059	Admit diabetic emergency	Diabetes	NOS		read	2
93704	Referral to DAFNE diabetes structured education programme	Diabetes	NOS		read	2
2478	Brittle diabetes	Diabetes	NOS		read	2
11359	Diabetes mellitus during pregnancy/childbirth/puerperium	Diabetes	NOS		read	2
57723	Referral to diabetic register	Diabetes	NOS		read	2
24363	Diabetic stabilisation	Diabetes	NOS		read	2
9013	Unstable diabetes	Diabetes	NOS		read	2
27891	Diabetic Charcot arthropathy	Diabetes	NOS		read	2
47954	Type 2 diabetes mellitus without complication	Diabetes	Type 2		read	2
32627	Type 2 diabetes mellitus with ketoacidosis	Diabetes	Type 2		read	2
108993	Diabetes self-management plan agreed	Diabetes	NOS		read	2
12703	Education score - diabetes	Diabetes	NOS		read	2
18056	Foot abnormality - diabetes related	Diabetes	NOS		read	2
94011	Attended XPERT diabetes structured education programme	Diabetes	NOS		read	2
10099	Advanced diabetic maculopathy	Diabetes	NOS		read	2
24423	Type I diabetes mellitus	Diabetes	Type 1		read	2
61461	Informed consent for diabetes national audit	Diabetes	NOS		read	2
43951	Diabetic - cooperative patient	Diabetes	NOS		read	2
13245	FH: Diabetes in pregnancy	Diabetes	NOS		read	2
50972	Diabetes mellitus NOS with no mention of complication	Diabetes	NOS		read	2
7328	Cellulitis in diabetic foot	Diabetes	NOS		read	2
94699	Diabetes treatment satisfaction questionnaire	Diabetes	NOS	1	read	2
29041	Date diabetic treatment start	Diabetes	NOS		read	2
12455	Type I diabetes mellitus	Diabetes	Type 1		read	2
16881	[V]Dietary counselling in diabetes mellitus	Diabetes	NOS		read	2
2340	Diabetic amyotrophy	Diabetes	NOS		read	2
31310	Insulin dependent diabetes maturity onset	Diabetes	Insulin dependent		read	2
25041	Dietary advice for type II diabetes	Diabetes	Type 2		read	2
34450	Hyperosmolar non-ketotic state in type 2 diabetes mellitus	Diabetes	Type 2		read	2
68818	DTSQ - Diabetes treatment satisfaction questionnaire	Diabetes	NOS	1	read	2
18387	Type 1 diabetes mellitus with retinopathy	Diabetes	Type 1		read	2
38076	Insulin lipohypertrophy	Diabetes	NOS		read	2
66274	Insulin needles changed for each injection	Diabetes	NOS		read	2
10278	Diabetes mellitus arising in pregnancy	Diabetes	NOS		read	2
30323	Type 1 diabetes mellitus with persistent proteinuria	Diabetes	Type 1		read	2
10418	Type 1 diabetes mellitus with nephropathy	Diabetes	Type 1		read	2
27921	Foot abnormality - diabetes related	Diabetes	NOS		read	2
30294	Type 1 diabetes mellitus with persistent microalbuminuria	Diabetes	Type 1		read	2
104287	Referral to community diabetes service	Diabetes	NOS		read	2
49884	Diabetic pre-pregnancy counselling	Diabetes	NOS		read	2
6791	Insulin dependent diabetes mellitus - poor control	Diabetes	Insulin dependent		read	2
35785	Chronic painful diabetic neuropathy	Diabetes	NOS		read	2
46533	Diabetic association member	Diabetes	NOS		read	2
66475	Diabetic monitoring - lower risk albumin excretion	Diabetes	NOS		read	2
105207	Referral to community diabetes clinic	Diabetes	NOS		read	2
5002	Diabetic polyneuropathy	Diabetes	NOS		read	2
42505	Diabetes mellitus NOS with ketoacidosis	Diabetes	NOS		read	2
51697	Secondary pancreatic diabetes mellitus	Diabetes	NOS		read	2
107603	Diabetes mellitus in remission	Diabetes	NOS		read	2
35288	Type 1 diabetes mellitus - poor control	Diabetes	Type 1		read	2
15690	Diabetes mellitus with ketoacidotic coma	Diabetes	NOS		read	2
36695	Diabetes mellitus autosomal dominant type 2	Diabetes	Type 2		read	2
106360	Erectile dysfunction due to diabetes mellitus	Diabetes	NOS		read	2
35107	Diabetes mellitus with nephropathy NOS	Diabetes	NOS		read	2
55239	Type 1 diabetes mellitus with gastroparesis	Diabetes	Type 1		read	2
32193	Steroid induced diabetes	Diabetes	NOS		read	2
95553	Did not attend diabetes structured education programme	Diabetes	NOS		read	2
39317	"Diabetes mellitus, adult onset, + neurological manifestation"	Diabetes	NOS		read	2
38130	Diabetes wellbeing questionnaire	Diabetes	NOS	1	read	2
37315	Diabetic mononeuropathy	Diabetes	NOS		read	2
18142	Diabetic cheiroarthropathy	Diabetes	NOS		read	2
17869	Diabetic-uncooperative patient	Diabetes	NOS		read	2
94330	Referral to diabetes special interest general practitioner	Diabetes	NOS		read	2
106953	Referral to DAFNE diabetes structured educn prog declined	Diabetes	NOS		read	2
2471	Nephrotic syndrome in diabetes mellitus	Diabetes	NOS		read	2
36798	Continuous subcutaneous infusion of insulin	Diabetes	NOS		read	2
32403	Diabetes mellitus with gangrene	Diabetes	NOS		read	2
93390	Attended DAFNE diabetes structured education programme	Diabetes	NOS		read	2
47328	O/E - right eye stable treated prolif diabetic retinopathy	Diabetes	NOS		read	2
29979	Non-insulin-dependent diabetes mellitus without complication	Diabetes	Non-insulin-dependent		read	2
45250	Under care of diabetic liaison nurse	Diabetes	NOS		read	2
22573	Diabetes mellitus NOS with neurological manifestation	Diabetes	NOS		read	2
18425	Type 2 diabetes mellitus with polyneuropathy	Diabetes	Type 2		read	2
32359	Perceived control of insulin-dependent diabetes	Diabetes	NOS		read	2
53392	Type II diabetes mellitus without complication	Diabetes	Type 2		read	2
58159	Insulin therapy declined	Diabetes	NOS		read	2
6509	Insulin dependent diabetes mellitus with retinopathy	Diabetes	Insulin dependent		read	2
30310	Nephrogenic diabetes insipidus	Diabetes	NOS		read	2
40837	Type 1 diabetes mellitus with ketoacidotic coma	Diabetes	Type 1		read	2
17247	Diabetic mononeuritis NOS	Diabetes	NOS		read	2
93491	DAFNE diabetes structured education programme completed	Diabetes	NOS		read	2
47341	Diabetic crisis monitoring	Diabetes	NOS		read	2
18777	Type 2 diabetes mellitus with renal complications	Diabetes	Type 2		read	2
34152	Diabetic peripheral angiopathy	Diabetes	NOS		read	2
46624	Maturity onset diabetes in youth	Diabetes	NOS		read	2
34912	Non-insulin dependent diabetes mellitus with ulcer	Diabetes	Non-insulin-dependent		read	2
35385	Type 2 diabetes mellitus with neuropathic arthropathy	Diabetes	Type 2		read	2
43493	Insulin site lipohypertrophy	Diabetes	NOS		read	2
21482	Diabetes mellitus with hyperosmolar coma	Diabetes	NOS		read	2
47058	Discharged from care of diabetes specialist nurse	Diabetes	NOS		read	2
52041	O/E - left eye stable treated prolif diabetic retinopathy	Diabetes	NOS		read	2
50960	"Pre-existing diabetes mellitus, insulin-dependent"	Diabetes	NOS		read	2
44443	Insulin dependent diabetes mellitus with ulcer	Diabetes	Insulin dependent		read	2
102767	Pre-conception advice for diabetes mellitus	Diabetes	NOS		read	2
18662	Diabetic retinopathy 6 month review	Diabetes	NOS		read	2
95636	Latent autoimmune diabetes mellitus in adult	Diabetes	NOS		read	2
61470	Diabetic monitoring - higher risk albumin excretion	Diabetes	NOS		read	2
7045	H/O: Admission in last year for diabetes foot problem	Diabetes	NOS		read	2
35321	Non-urgent diabetic admission	Diabetes	NOS		read	2
95093	Did not complete DESMOND diabetes structured educat program	Diabetes	NOS		read	2
52212	[X]Diabetes mellitus	Diabetes	NOS		read	2
55431	"Pre-existing diabetes mellitus, unspecified"	Diabetes	NOS		read	2
47370	Diabetology D.V. done	Diabetes	NOS		read	2
25591	Type 2 diabetes mellitus with exudative maculopathy	Diabetes	Type 2		read	2
24571	Asymptomatic diabetic neuropathy	Diabetes	NOS		read	2
101834	Excepted from diabetes qual indicators: service unavailable	Diabetes	NOS		read	2
63690	Type 2 diabetes mellitus with gastroparesis	Diabetes	Type 2		read	2
98978	"Age, BP, clinical feat, duration, diabetes 2 stroke rsk scre"	Diabetes	NOS		read	2
34268	Type 2 diabetes mellitus with neurological complications	Diabetes	Type 2		read	2
22487	Secondary diabetes mellitus	Diabetes	NOS		read	2
34283	Diabetes mellitus NOS with ophthalmic manifestation	Diabetes	NOS		read	2
53238	Diabetic drug side effects	Diabetes	NOS		read	2
63357	"Diabetes mellitus, adult, + peripheral circulatory disorder"	Diabetes	NOS		read	2
44982	Type 2 diabetes mellitus with diabetic cataract	Diabetes	Type 2		read	2
48078	Acute painful diabetic neuropathy	Diabetes	NOS		read	2
58133	Discharge by diabetic liaison nurse	Diabetes	NOS		read	2
45491	Diabetes mellitus with unspecified complication	Diabetes	NOS		read	2
54846	Diabetes monitoring deleted	Diabetes	NOS		read	2
90301	Insulin needles changed daily	Diabetes	NOS		read	2
94956	Did not complete XPERT diabetes structured education program	Diabetes	NOS		read	2
32556	Diabetes with gangrene	Diabetes	NOS		read	2
49074	Type 2 diabetes mellitus with ulcer	Diabetes	Type 2		read	2
55123	Date diabetic treatment stopp.	Diabetes	NOS		read	2
64357	Diabetes mellitus NOS with unspecified complication	Diabetes	NOS		read	2
26108	Steroid induced diabetes mellitus without complication	Diabetes	NOS		read	2
93380	Cystic fibrosis related diabetes mellitus	Diabetes	NOS		read	2
35105	"Diabetes mellitus, adult onset, with renal manifestation"	Diabetes	NOS		read	2
47584	Advanced diabetic retinal disease	Diabetes	NOS		read	2
17262	Non-insulin-dependent diabetes mellitus with retinopathy	Diabetes	Non-insulin-dependent		read	2
53200	"Diabetes mellitus, juvenile type, with ketoacidosis"	Diabetes	NOS		read	2
95094	Did not complete diabetes structured education programme	Diabetes	NOS		read	2
33969	Malnutrition-related diabetes mellitus with ketoacidosis	Diabetes	NOS		read	2
46917	Type 2 diabetes mellitus with hypoglycaemic coma	Diabetes	Type 2		read	2
64668	Insulin treated Type II diabetes mellitus	Diabetes	Type 2		read	2
95813	Seen in multidisciplinary diabetic clinic	Diabetes	NOS		read	2
47321	Type 2 diabetes mellitus with ophthalmic complications	Diabetes	Type 2		read	2
28856	Transition of diabetes care options discussed	Diabetes	NOS		read	2
26855	Unstable insulin dependent diabetes mellitus	Diabetes	NOS		read	2
58639	Patient held diabetic record declined	Diabetes	NOS		read	2
53634	[D]Gangrene of toe in diabetic	Diabetes	NOS		read	2
41389	"Diabetes mellitus, adult onset, + ophthalmic manifestation"	Diabetes	NOS		read	2
47315	Type II diabetes mellitus - poor control	Diabetes	Type 2		read	2
107739	Advice about diabetes and driving	Diabetes	NOS		read	2
37806	Type 2 diabetes mellitus with peripheral angiopathy	Diabetes	Type 2		read	2
39070	Type 1 diabetes mellitus with hypoglycaemic coma	Diabetes	Type 1		read	2
30477	High risk proliferative diabetic retinopathy	Diabetes	NOS		read	2
40682	Type 1 diabetes mellitus maturity onset	Diabetes	Type 1		read	2
65025	Diabetes mellitus NOS with peripheral circulatory disorder	Diabetes	NOS		read	2
46577	Diabetes: shared care in pregnancy - diabetol and obstet	Diabetes	NOS		read	2
67853	"Diabetes mellitus, juvenile, + neurological manifestation"	Diabetes	NOS		read	2
49640	O/E - left chronic diabetic foot ulcer	Diabetes	NOS		read	2
33343	Diabetes mellitus with other specified manifestation	Diabetes	NOS		read	2
62674	Type 2 diabetes mellitus with mononeuropathy	Diabetes	Type 2		read	2
63762	"Diabetes mellitus, adult onset, + unspecified complication"	Diabetes	NOS		read	2
16491	Diabetes mellitus with polyneuropathy	Diabetes	NOS		read	2
22871	Type 1 diabetes mellitus with exudative maculopathy	Diabetes	Type 1		read	2
59365	Non-insulin dependent diabetes mellitus with nephropathy	Diabetes	Non-insulin-dependent		read	2
18264	Insulin treated Type II diabetes mellitus	Diabetes	Type 2		read	2
54008	Type 1 diabetes mellitus with neuropathic arthropathy	Diabetes	Type 1		read	2
93727	Type II diabetes mellitus with diabetic cataract	Diabetes	Type 2		read	2
17313	Diabetic iritis	Diabetes	NOS		read	2
60796	Type II diabetes mellitus with persistent proteinuria	Diabetes	Type 2		read	2
34639	Diabetes mellitus during pregnancy - baby delivered	Diabetes	NOS		read	2
52630	O/E - sight threatening diabetic retinopathy	Diabetes	NOS		read	2
61523	Other specified diabetes mellitus with neurological comps	Diabetes	NOS		read	2
12736	Type 2 diabetes mellitus with gangrene	Diabetes	Type 2		read	2
69043	Dietary advice for type I diabetes	Diabetes	Type 1		read	2
108005	Type 2 diabetes mellitus with multiple complications	Diabetes	Type 2		read	2
62384	O/E - right chronic diabetic foot ulcer	Diabetes	NOS		read	2
69676	Type 1 diabetes mellitus without complication	Diabetes	Type 1		read	2
50937	Referral to diabetes preconception counselling clinic	Diabetes	NOS		read	2
31053	[D]Widespread diabetic foot gangrene	Diabetes	NOS		read	2
44440	Insulin dependent diabetes mellitus with hypoglycaemic coma	Diabetes	Insulin dependent		read	2
61210	Adverse reaction to insulins and antidiabetic agents NOS	Diabetes	NOS		read	2
33807	"Diabetes mellitus, adult with gangrene"	Diabetes	NOS		read	2
47582	Type 1 diabetes mellitus with renal complications	Diabetes	Type 1		read	2
52236	Malnutrition-related diabetes mellitus	Diabetes	NOS		read	2
59253	Type 2 diabetes mellitus with arthropathy	Diabetes	Type 2		read	2
43921	Unstable type 1 diabetes mellitus	Diabetes	Type 1		read	2
54856	"Diabetes mellitus, adult onset, with ketoacidosis"	Diabetes	NOS		read	2
107824	Type II diabetes mellitus in remission	Diabetes	Type 2		read	2
24458	Type II diabetes mellitus - poor control	Diabetes	Type 2		read	2
45913	Type 2 diabetes mellitus - poor control	Diabetes	Type 2		read	2
18683	Type 1 diabetes mellitus with ulcer	Diabetes	Type 1		read	2
44033	Diabetic mononeuritis multiplex	Diabetes	NOS		read	2
62209	Type I diabetes mellitus with ketoacidosis	Diabetes	Type 1		read	2
69152	Insulin needles changed less than once a day	Diabetes	NOS		read	2
103743	Diabetes care plan declined	Diabetes	NOS		read	2
44312	Informed dissent for diabetes national audit	Diabetes	NOS		read	2
49559	Diabetes mellitus during pregnancy - baby not yet delivered	Diabetes	NOS		read	2
50609	"Pre-existing diabetes mellitus, non-insulin-dependent"	Diabetes	Non-insulin-dependent		read	2
56803	NIDDM with peripheral circulatory disorder	Diabetes	NOS		read	2
36633	Hyperosmolar non-ketotic state in type 2 diabetes mellitus	Diabetes	Type 2		read	2
39420	Myasthenic syndrome due to diabetic amyotrophy	Diabetes	NOS		read	2
68792	"Diabetes mellitus, juvenile type, + unspecified complication"	Diabetes	NOS		read	2
64384	Diabetes mellitus in pregnancy/childbirth/puerperium NOS	Diabetes	NOS		read	2
101190	Declined consent for diabetes year of care programme	Diabetes	NOS		read	2
102201	Type II diabetes mellitus with nephropathy	Diabetes	Type 2		read	2
49655	Type II diabetes mellitus with retinopathy	Diabetes	Type 2		read	2
61122	Diabetes mellitus induced by non-steroid drugs	Diabetes	Non-insulin-dependent		read	2
70316	Type 2 diabetes mellitus with ophthalmic complications	Diabetes	Type 2		read	2
65267	Type 2 diabetes mellitus with multiple complications	Diabetes	Type 2		read	2
43857	Lipoatrophic diabetes mellitus	Diabetes	NOS		read	2
