code	coding term	Indicator 1	Indicator 2	Exclusion_domain	severity	scale	system
V387	Occupant of three-wheeled motor vehicle injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V389	Occupant of three-wheeled motor vehicle injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V39	Occupant of three-wheeled motor vehicle injured in other and unspecified transport accidents	Motor vehicle accident	Transport accident	Accident			ICD-10
V390	Driver injured in collision with other and unspecified motor vehicles in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V391	Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V392	Unspecified occupant of three-wheeled motor vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V393	Occupant [any] of three-wheeled motor vehicle injured in unspecified nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V394	Driver injured in collision with other and unspecified motor vehicles in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V395	Passenger injured in collision with other and unspecified motor vehicles in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V396	Unspecified occupant of three-wheeled motor vehicle injured in collision with other and unspecified motor vehicles in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V398	Occupant [any] of three-wheeled motor vehicle injured in other specified transport accidents	Motor vehicle accident	Transport accident	Accident			ICD-10
V399	Occupant [any] of three-wheeled motor vehicle injured in unspecified traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V41	Car occupant injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V410	Car occupant injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V411	Car occupant injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V412	Car occupant injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V413	Car occupant injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V414	Car occupant injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V415	Car occupant injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V416	Car occupant injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V417	Car occupant injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V419	Car occupant injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V42	Car occupant injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V420	Car occupant injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V421	Car occupant injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V422	Car occupant injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V423	Car occupant injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V424	Car occupant injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V425	Car occupant injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V426	Car occupant injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V427	Car occupant injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V429	Car occupant injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V43	"Car occupant injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V430	"Car occupant injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V431	"Car occupant injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V432	"Car occupant injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V433	"Car occupant injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V434	"Car occupant injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V435	"Car occupant injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V436	"Car occupant injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V437	"Car occupant injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V439	"Car occupant injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V44	Car occupant injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V440	Car occupant injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V441	Car occupant injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V442	Car occupant injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V443	Car occupant injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V444	Car occupant injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V445	Car occupant injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V446	Car occupant injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V447	Car occupant injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V449	Car occupant injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V46	Car occupant injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V460	Car occupant injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V461	Car occupant injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V462	Car occupant injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V463	Car occupant injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V464	Car occupant injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V465	Car occupant injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V466	Car occupant injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V467	Car occupant injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V469	Car occupant injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V47	Car occupant injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V470	Car occupant injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V471	Car occupant injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V472	Car occupant injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V473	Car occupant injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V474	Car occupant injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V475	Car occupant injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V476	Car occupant injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V477	Car occupant injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V479	Car occupant injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V48	Car occupant injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V480	Car occupant injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V481	Car occupant injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V482	Car occupant injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V483	Car occupant injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
