medcode,code_orginal,Cause,system
M498,M498,Other musculoskeletal disorders,ICD-10
M4980,M4980,Other musculoskeletal disorders,ICD-10
M519,M519,Other musculoskeletal disorders,ICD-10
M51,M51,Other musculoskeletal disorders,ICD-10
M53,M53,Other musculoskeletal disorders,ICD-10
M532,M532,Other musculoskeletal disorders,ICD-10
M5320,M5320,Other musculoskeletal disorders,ICD-10
M5321,M5321,Other musculoskeletal disorders,ICD-10
M5322,M5322,Other musculoskeletal disorders,ICD-10
M5323,M5323,Other musculoskeletal disorders,ICD-10
M5324,M5324,Other musculoskeletal disorders,ICD-10
M5325,M5325,Other musculoskeletal disorders,ICD-10
M5326,M5326,Other musculoskeletal disorders,ICD-10
M5327,M5327,Other musculoskeletal disorders,ICD-10
M5328,M5328,Other musculoskeletal disorders,ICD-10
M5329,M5329,Other musculoskeletal disorders,ICD-10
M539,M539,Other musculoskeletal disorders,ICD-10
M5390,M5390,Other musculoskeletal disorders,ICD-10
M5391,M5391,Other musculoskeletal disorders,ICD-10
M5392,M5392,Other musculoskeletal disorders,ICD-10
M5393,M5393,Other musculoskeletal disorders,ICD-10
M5394,M5394,Other musculoskeletal disorders,ICD-10
M5395,M5395,Other musculoskeletal disorders,ICD-10
M5396,M5396,Other musculoskeletal disorders,ICD-10
M5397,M5397,Other musculoskeletal disorders,ICD-10
M5398,M5398,Other musculoskeletal disorders,ICD-10
M5399,M5399,Other musculoskeletal disorders,ICD-10
M54,M54,Other musculoskeletal disorders,ICD-10
M541,M541,Other musculoskeletal disorders,ICD-10
M5410,M5410,Other musculoskeletal disorders,ICD-10
M546,M546,Other musculoskeletal disorders,ICD-10
M5460,M5460,Other musculoskeletal disorders,ICD-10
M5463,M5463,Other musculoskeletal disorders,ICD-10
M5464,M5464,Other musculoskeletal disorders,ICD-10
M5465,M5465,Other musculoskeletal disorders,ICD-10
M548,M548,Other musculoskeletal disorders,ICD-10
M5489,M5489,Other musculoskeletal disorders,ICD-10
M549,M549,Other musculoskeletal disorders,ICD-10
M61,M61,Other musculoskeletal disorders,ICD-10
M610,M610,Other musculoskeletal disorders,ICD-10
M6100,M6100,Other musculoskeletal disorders,ICD-10
M6101,M6101,Other musculoskeletal disorders,ICD-10
M6102,M6102,Other musculoskeletal disorders,ICD-10
M6103,M6103,Other musculoskeletal disorders,ICD-10
M6104,M6104,Other musculoskeletal disorders,ICD-10
M6105,M6105,Other musculoskeletal disorders,ICD-10
M6106,M6106,Other musculoskeletal disorders,ICD-10
M6107,M6107,Other musculoskeletal disorders,ICD-10
M6108,M6108,Other musculoskeletal disorders,ICD-10
M6109,M6109,Other musculoskeletal disorders,ICD-10
M611,M611,Other musculoskeletal disorders,ICD-10
M6110,M6110,Other musculoskeletal disorders,ICD-10
M6111,M6111,Other musculoskeletal disorders,ICD-10
M6112,M6112,Other musculoskeletal disorders,ICD-10
M6113,M6113,Other musculoskeletal disorders,ICD-10
M6114,M6114,Other musculoskeletal disorders,ICD-10
M6115,M6115,Other musculoskeletal disorders,ICD-10
M6116,M6116,Other musculoskeletal disorders,ICD-10
M6117,M6117,Other musculoskeletal disorders,ICD-10
M6118,M6118,Other musculoskeletal disorders,ICD-10
M6119,M6119,Other musculoskeletal disorders,ICD-10
M612,M612,Other musculoskeletal disorders,ICD-10
M6120,M6120,Other musculoskeletal disorders,ICD-10
M6121,M6121,Other musculoskeletal disorders,ICD-10
M6122,M6122,Other musculoskeletal disorders,ICD-10
M6123,M6123,Other musculoskeletal disorders,ICD-10
M6124,M6124,Other musculoskeletal disorders,ICD-10
M6125,M6125,Other musculoskeletal disorders,ICD-10
M6126,M6126,Other musculoskeletal disorders,ICD-10
M6127,M6127,Other musculoskeletal disorders,ICD-10
M6128,M6128,Other musculoskeletal disorders,ICD-10
M6129,M6129,Other musculoskeletal disorders,ICD-10
M613,M613,Other musculoskeletal disorders,ICD-10
M6130,M6130,Other musculoskeletal disorders,ICD-10
M6131,M6131,Other musculoskeletal disorders,ICD-10
M6132,M6132,Other musculoskeletal disorders,ICD-10
M6133,M6133,Other musculoskeletal disorders,ICD-10
M6134,M6134,Other musculoskeletal disorders,ICD-10
M6135,M6135,Other musculoskeletal disorders,ICD-10
M6136,M6136,Other musculoskeletal disorders,ICD-10
M6137,M6137,Other musculoskeletal disorders,ICD-10
M6138,M6138,Other musculoskeletal disorders,ICD-10
M6139,M6139,Other musculoskeletal disorders,ICD-10
M614,M614,Other musculoskeletal disorders,ICD-10
M6140,M6140,Other musculoskeletal disorders,ICD-10
M6141,M6141,Other musculoskeletal disorders,ICD-10
M6142,M6142,Other musculoskeletal disorders,ICD-10
M6143,M6143,Other musculoskeletal disorders,ICD-10
M6144,M6144,Other musculoskeletal disorders,ICD-10
M6145,M6145,Other musculoskeletal disorders,ICD-10
M6146,M6146,Other musculoskeletal disorders,ICD-10
M6147,M6147,Other musculoskeletal disorders,ICD-10
M6148,M6148,Other musculoskeletal disorders,ICD-10
M6149,M6149,Other musculoskeletal disorders,ICD-10
M615,M615,Other musculoskeletal disorders,ICD-10
M6150,M6150,Other musculoskeletal disorders,ICD-10
M6151,M6151,Other musculoskeletal disorders,ICD-10
M6152,M6152,Other musculoskeletal disorders,ICD-10
M6153,M6153,Other musculoskeletal disorders,ICD-10
M6154,M6154,Other musculoskeletal disorders,ICD-10
M6155,M6155,Other musculoskeletal disorders,ICD-10
M6156,M6156,Other musculoskeletal disorders,ICD-10
M6157,M6157,Other musculoskeletal disorders,ICD-10
M6158,M6158,Other musculoskeletal disorders,ICD-10
M6159,M6159,Other musculoskeletal disorders,ICD-10
M619,M619,Other musculoskeletal disorders,ICD-10
M6190,M6190,Other musculoskeletal disorders,ICD-10
M6191,M6191,Other musculoskeletal disorders,ICD-10
M6192,M6192,Other musculoskeletal disorders,ICD-10
M6193,M6193,Other musculoskeletal disorders,ICD-10
M6194,M6194,Other musculoskeletal disorders,ICD-10
M6195,M6195,Other musculoskeletal disorders,ICD-10
M6196,M6196,Other musculoskeletal disorders,ICD-10
M6197,M6197,Other musculoskeletal disorders,ICD-10
M6198,M6198,Other musculoskeletal disorders,ICD-10
M6199,M6199,Other musculoskeletal disorders,ICD-10
M62,M62,Other musculoskeletal disorders,ICD-10
M620,M620,Other musculoskeletal disorders,ICD-10
M6200,M6200,Other musculoskeletal disorders,ICD-10
M6201,M6201,Other musculoskeletal disorders,ICD-10
M6202,M6202,Other musculoskeletal disorders,ICD-10
M6203,M6203,Other musculoskeletal disorders,ICD-10
M6204,M6204,Other musculoskeletal disorders,ICD-10
M6205,M6205,Other musculoskeletal disorders,ICD-10
M6206,M6206,Other musculoskeletal disorders,ICD-10
M6207,M6207,Other musculoskeletal disorders,ICD-10
M6208,M6208,Other musculoskeletal disorders,ICD-10
M6209,M6209,Other musculoskeletal disorders,ICD-10
M621,M621,Other musculoskeletal disorders,ICD-10
M6210,M6210,Other musculoskeletal disorders,ICD-10
M6211,M6211,Other musculoskeletal disorders,ICD-10
M6212,M6212,Other musculoskeletal disorders,ICD-10
M6213,M6213,Other musculoskeletal disorders,ICD-10
M6214,M6214,Other musculoskeletal disorders,ICD-10
M6215,M6215,Other musculoskeletal disorders,ICD-10
M6216,M6216,Other musculoskeletal disorders,ICD-10
M6217,M6217,Other musculoskeletal disorders,ICD-10
M6218,M6218,Other musculoskeletal disorders,ICD-10
M6219,M6219,Other musculoskeletal disorders,ICD-10
M622,M622,Other musculoskeletal disorders,ICD-10
M6220,M6220,Other musculoskeletal disorders,ICD-10
M6221,M6221,Other musculoskeletal disorders,ICD-10
M6222,M6222,Other musculoskeletal disorders,ICD-10
M6223,M6223,Other musculoskeletal disorders,ICD-10
M6224,M6224,Other musculoskeletal disorders,ICD-10
M6225,M6225,Other musculoskeletal disorders,ICD-10
M6226,M6226,Other musculoskeletal disorders,ICD-10
M6227,M6227,Other musculoskeletal disorders,ICD-10
M6228,M6228,Other musculoskeletal disorders,ICD-10
M6229,M6229,Other musculoskeletal disorders,ICD-10
M623,M623,Other musculoskeletal disorders,ICD-10
M6230,M6230,Other musculoskeletal disorders,ICD-10
M6231,M6231,Other musculoskeletal disorders,ICD-10
M6232,M6232,Other musculoskeletal disorders,ICD-10
M6233,M6233,Other musculoskeletal disorders,ICD-10
M6234,M6234,Other musculoskeletal disorders,ICD-10
M6235,M6235,Other musculoskeletal disorders,ICD-10
M6236,M6236,Other musculoskeletal disorders,ICD-10
M6237,M6237,Other musculoskeletal disorders,ICD-10
M6238,M6238,Other musculoskeletal disorders,ICD-10
M6239,M6239,Other musculoskeletal disorders,ICD-10
M624,M624,Other musculoskeletal disorders,ICD-10
M6240,M6240,Other musculoskeletal disorders,ICD-10
M6241,M6241,Other musculoskeletal disorders,ICD-10
M6242,M6242,Other musculoskeletal disorders,ICD-10
M6243,M6243,Other musculoskeletal disorders,ICD-10
M6244,M6244,Other musculoskeletal disorders,ICD-10
M6245,M6245,Other musculoskeletal disorders,ICD-10
M6246,M6246,Other musculoskeletal disorders,ICD-10
M6247,M6247,Other musculoskeletal disorders,ICD-10
M6248,M6248,Other musculoskeletal disorders,ICD-10
M6249,M6249,Other musculoskeletal disorders,ICD-10
M625,M625,Other musculoskeletal disorders,ICD-10
M6250,M6250,Other musculoskeletal disorders,ICD-10
M6251,M6251,Other musculoskeletal disorders,ICD-10
M6252,M6252,Other musculoskeletal disorders,ICD-10
M6253,M6253,Other musculoskeletal disorders,ICD-10
M6254,M6254,Other musculoskeletal disorders,ICD-10
M6255,M6255,Other musculoskeletal disorders,ICD-10
M6256,M6256,Other musculoskeletal disorders,ICD-10
M6257,M6257,Other musculoskeletal disorders,ICD-10
M6258,M6258,Other musculoskeletal disorders,ICD-10
M6259,M6259,Other musculoskeletal disorders,ICD-10
M626,M626,Other musculoskeletal disorders,ICD-10
M6260,M6260,Other musculoskeletal disorders,ICD-10
M6261,M6261,Other musculoskeletal disorders,ICD-10
M6262,M6262,Other musculoskeletal disorders,ICD-10
M6263,M6263,Other musculoskeletal disorders,ICD-10
M6264,M6264,Other musculoskeletal disorders,ICD-10
M6265,M6265,Other musculoskeletal disorders,ICD-10
M6266,M6266,Other musculoskeletal disorders,ICD-10
M6267,M6267,Other musculoskeletal disorders,ICD-10
M6268,M6268,Other musculoskeletal disorders,ICD-10
M6269,M6269,Other musculoskeletal disorders,ICD-10
M628,M628,Other musculoskeletal disorders,ICD-10
M6280,M6280,Other musculoskeletal disorders,ICD-10
M6281,M6281,Other musculoskeletal disorders,ICD-10
M6282,M6282,Other musculoskeletal disorders,ICD-10
M6283,M6283,Other musculoskeletal disorders,ICD-10
M6284,M6284,Other musculoskeletal disorders,ICD-10
M6285,M6285,Other musculoskeletal disorders,ICD-10
M6286,M6286,Other musculoskeletal disorders,ICD-10
M6287,M6287,Other musculoskeletal disorders,ICD-10
M6288,M6288,Other musculoskeletal disorders,ICD-10
M6289,M6289,Other musculoskeletal disorders,ICD-10
M629,M629,Other musculoskeletal disorders,ICD-10
M6290,M6290,Other musculoskeletal disorders,ICD-10
M6291,M6291,Other musculoskeletal disorders,ICD-10
M6292,M6292,Other musculoskeletal disorders,ICD-10
M6293,M6293,Other musculoskeletal disorders,ICD-10
M6294,M6294,Other musculoskeletal disorders,ICD-10
M6295,M6295,Other musculoskeletal disorders,ICD-10
M6296,M6296,Other musculoskeletal disorders,ICD-10
M6297,M6297,Other musculoskeletal disorders,ICD-10
M6298,M6298,Other musculoskeletal disorders,ICD-10
M6299,M6299,Other musculoskeletal disorders,ICD-10
M63,M63,Other musculoskeletal disorders,ICD-10
M630,M630,Other musculoskeletal disorders,ICD-10
M631,M631,Other musculoskeletal disorders,ICD-10
M632,M632,Other musculoskeletal disorders,ICD-10
M633,M633,Other musculoskeletal disorders,ICD-10
M638,M638,Other musculoskeletal disorders,ICD-10
M65,M65,Other musculoskeletal disorders,ICD-10
M650,M650,Other musculoskeletal disorders,ICD-10
M6500,M6500,Other musculoskeletal disorders,ICD-10
M6501,M6501,Other musculoskeletal disorders,ICD-10
M6502,M6502,Other musculoskeletal disorders,ICD-10
M6503,M6503,Other musculoskeletal disorders,ICD-10
M6504,M6504,Other musculoskeletal disorders,ICD-10
M6505,M6505,Other musculoskeletal disorders,ICD-10
M6506,M6506,Other musculoskeletal disorders,ICD-10
M6507,M6507,Other musculoskeletal disorders,ICD-10
M6508,M6508,Other musculoskeletal disorders,ICD-10
M6509,M6509,Other musculoskeletal disorders,ICD-10
M651,M651,Other musculoskeletal disorders,ICD-10
M6510,M6510,Other musculoskeletal disorders,ICD-10
M6511,M6511,Other musculoskeletal disorders,ICD-10
M6512,M6512,Other musculoskeletal disorders,ICD-10
M6513,M6513,Other musculoskeletal disorders,ICD-10
M6514,M6514,Other musculoskeletal disorders,ICD-10
M6515,M6515,Other musculoskeletal disorders,ICD-10
M6516,M6516,Other musculoskeletal disorders,ICD-10
M6517,M6517,Other musculoskeletal disorders,ICD-10
M6518,M6518,Other musculoskeletal disorders,ICD-10
M6519,M6519,Other musculoskeletal disorders,ICD-10
M652,M652,Other musculoskeletal disorders,ICD-10
M6520,M6520,Other musculoskeletal disorders,ICD-10
M6521,M6521,Other musculoskeletal disorders,ICD-10
M6522,M6522,Other musculoskeletal disorders,ICD-10
M6523,M6523,Other musculoskeletal disorders,ICD-10
M6524,M6524,Other musculoskeletal disorders,ICD-10
M6525,M6525,Other musculoskeletal disorders,ICD-10
M6526,M6526,Other musculoskeletal disorders,ICD-10
M6527,M6527,Other musculoskeletal disorders,ICD-10
M6528,M6528,Other musculoskeletal disorders,ICD-10
M6529,M6529,Other musculoskeletal disorders,ICD-10
M653,M653,Other musculoskeletal disorders,ICD-10
M654,M654,Other musculoskeletal disorders,ICD-10
M6540,M6540,Other musculoskeletal disorders,ICD-10
M6543,M6543,Other musculoskeletal disorders,ICD-10
M6544,M6544,Other musculoskeletal disorders,ICD-10
M658,M658,Other musculoskeletal disorders,ICD-10
M6580,M6580,Other musculoskeletal disorders,ICD-10
M6581,M6581,Other musculoskeletal disorders,ICD-10
M6582,M6582,Other musculoskeletal disorders,ICD-10
M6583,M6583,Other musculoskeletal disorders,ICD-10
M6584,M6584,Other musculoskeletal disorders,ICD-10
M6585,M6585,Other musculoskeletal disorders,ICD-10
M6586,M6586,Other musculoskeletal disorders,ICD-10
M6587,M6587,Other musculoskeletal disorders,ICD-10
M6588,M6588,Other musculoskeletal disorders,ICD-10
M6589,M6589,Other musculoskeletal disorders,ICD-10
M659,M659,Other musculoskeletal disorders,ICD-10
M6590,M6590,Other musculoskeletal disorders,ICD-10
M6591,M6591,Other musculoskeletal disorders,ICD-10
M6592,M6592,Other musculoskeletal disorders,ICD-10
M6593,M6593,Other musculoskeletal disorders,ICD-10
M6594,M6594,Other musculoskeletal disorders,ICD-10
M6595,M6595,Other musculoskeletal disorders,ICD-10
M6596,M6596,Other musculoskeletal disorders,ICD-10
M6597,M6597,Other musculoskeletal disorders,ICD-10
M6598,M6598,Other musculoskeletal disorders,ICD-10
M6599,M6599,Other musculoskeletal disorders,ICD-10
M66,M66,Other musculoskeletal disorders,ICD-10
M660,M660,Other musculoskeletal disorders,ICD-10
M661,M661,Other musculoskeletal disorders,ICD-10
M6610,M6610,Other musculoskeletal disorders,ICD-10
M6611,M6611,Other musculoskeletal disorders,ICD-10
M6612,M6612,Other musculoskeletal disorders,ICD-10
M6613,M6613,Other musculoskeletal disorders,ICD-10
M6614,M6614,Other musculoskeletal disorders,ICD-10
M6615,M6615,Other musculoskeletal disorders,ICD-10
M6616,M6616,Other musculoskeletal disorders,ICD-10
M6617,M6617,Other musculoskeletal disorders,ICD-10
M6618,M6618,Other musculoskeletal disorders,ICD-10
M6619,M6619,Other musculoskeletal disorders,ICD-10
M662,M662,Other musculoskeletal disorders,ICD-10
M6620,M6620,Other musculoskeletal disorders,ICD-10
M6621,M6621,Other musculoskeletal disorders,ICD-10
M6622,M6622,Other musculoskeletal disorders,ICD-10
M6623,M6623,Other musculoskeletal disorders,ICD-10
M6624,M6624,Other musculoskeletal disorders,ICD-10
M6625,M6625,Other musculoskeletal disorders,ICD-10
M6626,M6626,Other musculoskeletal disorders,ICD-10
M6627,M6627,Other musculoskeletal disorders,ICD-10
M6629,M6629,Other musculoskeletal disorders,ICD-10
M663,M663,Other musculoskeletal disorders,ICD-10
M6630,M6630,Other musculoskeletal disorders,ICD-10
M6631,M6631,Other musculoskeletal disorders,ICD-10
M6632,M6632,Other musculoskeletal disorders,ICD-10
M6633,M6633,Other musculoskeletal disorders,ICD-10
M6634,M6634,Other musculoskeletal disorders,ICD-10
M6635,M6635,Other musculoskeletal disorders,ICD-10
M6636,M6636,Other musculoskeletal disorders,ICD-10
M6637,M6637,Other musculoskeletal disorders,ICD-10
M6638,M6638,Other musculoskeletal disorders,ICD-10
M6639,M6639,Other musculoskeletal disorders,ICD-10
M664,M664,Other musculoskeletal disorders,ICD-10
M6640,M6640,Other musculoskeletal disorders,ICD-10
M6641,M6641,Other musculoskeletal disorders,ICD-10
M6642,M6642,Other musculoskeletal disorders,ICD-10
M6643,M6643,Other musculoskeletal disorders,ICD-10
M6644,M6644,Other musculoskeletal disorders,ICD-10
M6645,M6645,Other musculoskeletal disorders,ICD-10
M6646,M6646,Other musculoskeletal disorders,ICD-10
M6647,M6647,Other musculoskeletal disorders,ICD-10
M6648,M6648,Other musculoskeletal disorders,ICD-10
M6649,M6649,Other musculoskeletal disorders,ICD-10
M665,M665,Other musculoskeletal disorders,ICD-10
M6650,M6650,Other musculoskeletal disorders,ICD-10
M6651,M6651,Other musculoskeletal disorders,ICD-10
M6652,M6652,Other musculoskeletal disorders,ICD-10
M6653,M6653,Other musculoskeletal disorders,ICD-10
M6654,M6654,Other musculoskeletal disorders,ICD-10
M6655,M6655,Other musculoskeletal disorders,ICD-10
M6656,M6656,Other musculoskeletal disorders,ICD-10
M6657,M6657,Other musculoskeletal disorders,ICD-10
M6658,M6658,Other musculoskeletal disorders,ICD-10
M6659,M6659,Other musculoskeletal disorders,ICD-10
M67,M67,Other musculoskeletal disorders,ICD-10
M670,M670,Other musculoskeletal disorders,ICD-10
M671,M671,Other musculoskeletal disorders,ICD-10
M672,M672,Other musculoskeletal disorders,ICD-10
M673,M673,Other musculoskeletal disorders,ICD-10
M674,M674,Other musculoskeletal disorders,ICD-10
M678,M678,Other musculoskeletal disorders,ICD-10
M679,M679,Other musculoskeletal disorders,ICD-10
M68,M68,Other musculoskeletal disorders,ICD-10
