Code_ready_CPRDGOLD_HES_ONS,Coding_term,ACE_indicator_code,ACE_indicator_specific,ACE_indicator_1,ACE_indicator_2,ACE_domain,code_original,Severity,cut_off,scale,Reference_std,individual,system
109978,At risk of female genital mutilation,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,13VY.00,"","","",2,2,read
110013,H/O: female genital mutilation type 3,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,15K0.00,"","","",2,2,read
110408,Discussion about female genital mutilation with carer,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,671E200,"","","",2,2,read
110498,Discussion about illegality of female genital mutilation,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,67DQ000,"","","",2,2,read
109715,Female genital mutilation type I - WHO classification,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,K578000,"","","",2,2,read
110502,H/O: FGM between 1 and under 5 years of age,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,15K2.00,"","","",2,2,read
110503,H/O: FGM between 5 and under 10 years of age,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,15K3.00,"","","",2,2,read
110501,H/O: female genital mutilation under 1 year of age,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,15K1.00,"","","",2,2,read
110504,H/O: FGM between 10 and under 15 years of age,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,15K4.00,"","","",2,2,read
110500,Country in which patient underwent female genital mutilation,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,15L..00,"","","",2,2,read
110499,Discussion about health implications of FGM,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,67DQ100,"","","",2,2,read
108868,Female genital mutilation type III - WHO classification,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,K578200,"","","",2,2,read
110507,Female genital mutilation type IV - WHO classification,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,K578300,"","","",2,2,read
110506,H/O: female genital mutilation at 18 years of age or over,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,15K6.00,"","","",2,2,read
110505,H/O: FGM between 15 and under 18 years of age,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,15K5.00,"","","",2,2,read
111367,History of female genital mutilation,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,ZV15900,"","","",2,2,read
7215,Child on protection register,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13IM.00,"","","",1,3,read
2806,Multidisciplinary case conference,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,3874.00,"","","",1,1,read
9529,Child protection procedure,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,Z35..00,"","","",1,3,read
7325,Child removed from protection register,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13IO.00,"","","",1,1,read
9530,Child protection procedure,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,64c..00,"","","",1,3,read
94516,Child protection plan,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,8CM6.00,"","","",1,3,read
95907,Subject to child protection plan,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13Iv.00,"","","",1,3,read
84157,On child protection register,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13Id.00,"","","",1,1,read
64183,Child protection plan,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,Z331.00,"","","",1,3,read
105271,Child is cause for safeguarding concern,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13WX.00,"","","",1,3,read
11965,Family member on protection register,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13IN.00,"","","",1,1,read
24892,Child protection investigation,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,Z352.00,"","","",1,3,read
103571,Subject of multi-agency risk assessment conference,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13Hm.00,"","","",1,1,read
96043,No longer subject to child protection plan,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13Iw.00,"","","",1,1,read
24893,Removed - child abuse register,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13IC000,"","","",1,1,read
106303,Adult safeguarding concern,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,9Ngj.00,"","","",1,3,read
97175,Family member subject of child protection plan,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13Iy.00,"","","",1,3,read
106551,Has child subject of child protection plan,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13Iy000,"","","",1,3,read
11956,Police request to attend,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,9EP..00,"","","",1,1,read
104272,Child protection observation,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13WT.00,"","","",1,1,read
30737,Family member removed from protection register,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13IP.00,"","","",1,3,read
102319,Referral to safeguarding children team,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,8Hkh.00,"","","",1,3,read
46194,Security/protective services,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,09...00,"","","",1,1,read
97277,Family member no longer subject of child protection plan,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13Iz.00,"","","",1,3,read
42936,Surveillance for child protection,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,ZH11900,"","","",1,3,read
14812,Place of safety court order,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,9F7..00,"","","",1,1,read
93646,Family member on child protection register,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13Ig.00,"","","",1,3,read
108296,Child protection core group meeting,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,8CM6000,"","","",1,3,read
102759,Referral to safeguarding adults team,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,8Hkc.00,"","","",1,3,read
104786,Child protection category emotional,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13WT100,"","","",1,3,read
108994,Unborn child is cause for safeguarding concern,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13If000,"","","",1,3,read
104301,Unborn child subject to child protection plan,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13Iv000,"","","",1,3,read
108341,Child protection medical examination,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,9FA..00,"","","",1,3,read
33172,Other protective service NOS,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,09ZZ.00,"","","",1,1,read
103799,Safeguarding children young peple toolkit for gen prac 2009,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,38G4.00,"","","",1,3,read
98455,Subject of multi-agency public protection arrangements,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13Hl.00,"","","",1,1,read
105005,Child protection category physical,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13WT200,"","","",1,3,read
58659,Other protective services,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,09Z..00,"","","",1,1,read
104904,Child protection category,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13WT000,"","","",1,3,read
38494,Court of protect cert NOS,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,9H3Z.00,"","","",1,1,read
111168,Child protection conference report submitted,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,9Eq..00,"","","",1,1,read
110925,Family member no longer on child protection register,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13IP000,"","","",1,1,read
20720,Protective services,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,09...11,"","","",1,1,read
109976,Safeguarding adults protection plan completed,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,8CMh.00,"","","",1,3,read
52527,Protective supervisors NOS,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,092Z.00,"","","",1,1,read
68948,Supervisors-protective service,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,092..00,"","","",1,1,read
62870,Immediate protection of child,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,Z351.00,"","","",1,3,read
100176,Intra-agency protection plan,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,Z331100,"","","",1,1,read
56699,Patient protection monitoring,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,Z9KG100,"","","",1,1,read
110365,Referral to multi-agency risk assessment conference,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,8T0b.00,"","","",1,1,read
16091,Homicide or assault by rape,CM2,"Assault NOS, CM","CM NOS, incl. physical or sexual abuse",CM,CM,TL01.00,"","","",1,1,read
23816,Homicidal stab of any part of body,CM2,"Assault NOS, CM","CM NOS, incl. physical or sexual abuse",CM,CM,TL62.00,"","","",1,1,read
